#BGC Name	Clan Number	Family Number
RAXE01000068.1.region001	15870	3571
RAXF01000082.1.region001	15870	3571
RAXG01000148.1.region001	15870	3571
RAXH01000227.1.region001	15870	3571
RAXI01000060.1.region001	15870	3571
RAXJ01000019.1.region001	15870	3571
RAXL01000173.1.region002	15870	3571
RAXM01000329.1.region001	15870	3571
RAXO01000862.1.region001	15870	3571
RAXQ01000217.1.region001	15870	3571
RAXR01000205.1.region001	15870	3571
SESK01000024.1.region001	15870	3571
SJEZ01000002.1.region002	15870	3571
SJFA01000023.1.region002	15870	3571
SJFD01000008.1.region002	15870	3571
SJFG01000031.1.region001	15870	3571
SJFH01000009.1.region001	15870	3571
SJFI01000012.1.region001	15870	3571
SJFJ01000038.1.region002	15870	3571
SJFL01000032.1.region001	15870	3571
SKBW01000022.1.region002	15870	3571
SKBX01000022.1.region001	15870	3571
SKBY01000016.1.region001	15870	3571
SKBZ01000035.1.region002	15870	3571
VYXK01000131.1.region001	15870	3571
BEXC01000009.1.region001	15870	8188
BEXK01000534.1.region001	15870	8188
BEXN01000333.1.region001	15870	8188
BEXR01001355.1.region001	15870	8188
BEXS01000568.1.region001	15870	8188
JABVZG010000492.region001	15870	8188
JABVZK010000908.region001	15870	8188
JANAXK010000292.region001	15870	8188
JANAXL010000305.region001	15870	8188
JANAXP010000306.region001	15870	8188
JANAXT010000316.region001	15870	8188
JANAXY010000299.region001	15870	8188
JANAXZ010000341.region001	15870	8188
JANAYA010000336.region001	15870	8188
JANAYC010000330.region001	15870	8188
JANAYH010000271.region001	15870	8188
JANAYI010000350.region001	15870	8188
JANAYK010000314.region001	15870	8188
JANAYO010000290.region001	15870	8188
JANAYW010000331.region001	15870	8188
JANAYY010000315.region001	15870	8188
JANAYZ010000309.region001	15870	8188
JANAZE010000309.region001	15870	8188
JANAZG010000352.region001	15870	8188
JANAZH010000306.region001	15870	8188
JANAZM010000306.region001	15870	8188
JANAZQ010000276.region001	15870	8188
JANAZR010000317.region001	15870	8188
JANAZT010000328.region001	15870	8188
JANAZV010000308.region001	15870	8188
JANAZZ010000318.region001	15870	8188
JANBAA010000491.region001	15870	8188
JANBAD010000390.region001	15870	8188
JANBAG010000304.region001	15870	8188
JANBAH010000319.region001	15870	8188
JANBAI010000303.region001	15870	8188
JANBAJ010000622.region001	15870	8188
JANBAK010000345.region001	15870	8188
JANBAO010000351.region001	15870	8188
JANCNX010000310.region001	15870	8188
JANCNY010000344.region001	15870	8188
JAOAMT010000303.region001	15870	8188
JZDT01000161.1.region001	15870	8188
RAXC01000021.1.region001	15870	8188
RAXK01000129.1.region001	15870	8188
RAXN01000145.1.region001	15870	8188
RAXP01000077.1.region001	15870	8188
VYXI01001096.1.region001	15870	8188
VYXJ01000350.1.region001	15870	8188
VYXL01000536.1.region001	15870	8188
JABVZJ010000087.region001	15870	15870
JALMFT010000004.region002	15870	15870
JAMFMW010000021.region001	15870	15870
JANAXD010000142.region001	15870	15870
JANAXE010000135.region001	15870	15870
JANAXF010000184.region001	15870	15870
JANAXG010000140.region001	15870	15870
JANAXH010000142.region001	15870	15870
JANAXI010000146.region001	15870	15870
JANAXJ010000180.region001	15870	15870
JANAXM010000081.region001	15870	15870
JANAXN010000130.region001	15870	15870
JANAXQ010000136.region001	15870	15870
JANAXR010000149.region001	15870	15870
JANAXS010000153.region001	15870	15870
JANAXX010000143.region001	15870	15870
JANAYB010000145.region001	15870	15870
JANAYD010000148.region001	15870	15870
JANAYF010000147.region001	15870	15870
JANAYG010000142.region001	15870	15870
JANAYM010000145.region001	15870	15870
JANAYP010000146.region001	15870	15870
JANAYR010000145.region001	15870	15870
JANAYS010000151.region001	15870	15870
JANAYT010000180.region001	15870	15870
JANAYU010000134.region001	15870	15870
JANAYX010000174.region001	15870	15870
JANAZB010000146.region001	15870	15870
JANAZC010000136.region001	15870	15870
JANAZD010000142.region001	15870	15870
JANAZK010000137.region001	15870	15870
JANAZL010000152.region001	15870	15870
JANAZN010000151.region001	15870	15870
JANAZO010000126.region001	15870	15870
JANAZP010000139.region001	15870	15870
JANAZS010000131.region001	15870	15870
JANAZU010000134.region001	15870	15870
JANAZX010000145.region001	15870	15870
JANAZY010000146.region001	15870	15870
JANBAB010000139.region001	15870	15870
JANBAC010000140.region001	15870	15870
JANBAF010000140.region001	15870	15870
JANBAL010000185.region001	15870	15870
JANBAM010000148.region001	15870	15870
JANBAN010000138.region001	15870	15870
JANCNW010000132.region001	15870	15870
LOAQ01001336.1.region001	15870	15870
RAWY01000156.1.region003	15870	15870
BEXK01000694.1.region001	3580	3580
BEXL01000104.1.region001	3580	3580
BEXM01000065.1.region001	3580	3580
BEXN01000116.1.region001	3580	3580
BEXO01000344.1.region001	3580	3580
BEXP01000397.1.region001	3580	3580
BEXR01000881.1.region001	3580	3580
BEXR01001439.1.region001	3580	3580
BGC0002248	3580	3580
CM030972.1.region008	3580	3580
CP044620.1.region008	3580	3580
CP051021.1.region007	3580	3580
CP051029.1.region008	3580	3580
CP051037.1.region008	3580	3580
CP051045.1.region008	3580	3580
CP051053.1.region008	3580	3580
CP051077.1.region008	3580	3580
CP051085.1.region008	3580	3580
CP059860.1.region008	3580	3580
CP059868.1.region008	3580	3580
JABVYR010000035.region001	3580	3580
JABVYU010000159.region001	3580	3580
JABVYX010000079.region001	3580	3580
JABVZE010000092.region001	3580	3580
JABVZH010000083.region001	3580	3580
JAGYXF010000067.region001	3580	3580
JAMFMQ010000008.region001	3580	3580
JAMFMT010000011.region002	3580	3580
JANAXC010000105.region001	3580	3580
JANAXD010000199.region001	3580	3580
JANAXE010000182.region001	3580	3580
JANAXK010000208.region001	3580	3580
JANAXL010000157.region001	3580	3580
JANAXP010000267.region001	3580	3580
JANAXS010000214.region001	3580	3580
JANAXT010000154.region001	3580	3580
JANAXY010000082.region001	3580	3580
JANAXZ010000163.region001	3580	3580
JANAYA010000078.region001	3580	3580
JANAYC010000080.region001	3580	3580
JANAYE010000098.region001	3580	3580
JANAYG010000204.region001	3580	3580
JANAYH010000280.region001	3580	3580
JANAYK010000269.region001	3580	3580
JANAYN010000033.region001	3580	3580
JANAYQ010000313.region001	3580	3580
JANAYQ010000375.region001	3580	3580
JANAYU010000177.region001	3580	3580
JANAYW010000225.region001	3580	3580
JANAYY010000271.region001	3580	3580
JANAYZ010000210.region001	3580	3580
JANAZA010000272.region001	3580	3580
JANAZB010000191.region001	3580	3580
JANAZG010000202.region001	3580	3580
JANAZH010000220.region001	3580	3580
JANAZI010000267.region001	3580	3580
JANAZO010000169.region001	3580	3580
JANAZP010000198.region001	3580	3580
JANAZQ010000091.region001	3580	3580
JANAZR010000090.region001	3580	3580
JANAZT010000095.region001	3580	3580
JANAZV010000082.region001	3580	3580
JANAZW010000229.region001	3580	3580
JANBAA010000198.region001	3580	3580
JANBAD010000072.region001	3580	3580
JANBAG010000088.region001	3580	3580
JANBAH010000160.region001	3580	3580
JANBAI010000213.region001	3580	3580
JANBAK010000298.region001	3580	3580
JANBAL010000165.region001	3580	3580
JANBAO010000233.region001	3580	3580
JANCNW010000186.region001	3580	3580
JANCNX010000090.region001	3580	3580
JANCNY010000223.region001	3580	3580
JAOAMT010000052.region001	3580	3580
LIZI01000038.1.region001	3580	3580
LLET01000026.1.region001	3580	3580
LOAL01000097.1.region001	3580	3580
LOAM01000364.1.region001	3580	3580
LOAN01000234.1.region001	3580	3580
LOAO01000197.1.region001	3580	3580
ML734586.1.region001	3580	3580
NLCJ01000203.1.region003	3580	3580
NLCL01000035.1.region001	3580	3580
NLCN01000334.1.region001	3580	3580
NPKL01000002.1.region001	3580	3580
QQZZ01000099.1.region001	3580	3580
RAWY01000061.1.region001	3580	3580
RAXC01000003.1.region001	3580	3580
RAXF01000138.1.region001	3580	3580
RAXI01000156.1.region001	3580	3580
RAXL01000104.1.region003	3580	3580
SESK01000015.1.region001	3580	3580
SJEZ01000021.1.region001	3580	3580
SJFD01000005.1.region001	3580	3580
SJFH01000054.1.region001	3580	3580
SJFL01000006.1.region001	3580	3580
SKBX01000002.1.region001	3580	3580
SKBY01000002.1.region003	3580	3580
VYXJ01000211.1.region001	3580	3580
VYXK01000730.1.region001	3580	3580
VYXL01000067.1.region001	3580	3580
BEXL01000466.1.region001	18274	3982
BEXM01000439.1.region001	18274	3982
BEXN01000568.1.region001	18274	3982
BEXN01000624.1.region001	18274	3982
BEXQ01000304.1.region001	18274	3982
BEXQ01000743.1.region001	18274	3982
BEXS01000656.1.region001	18274	3982
CP044623.1.region006	18274	3982
CP051032.1.region006	18274	3982
CP051072.1.region005	18274	3982
CP059871.1.region006	18274	3982
CP082259.1.region006	18274	3982
JABVZE010000037.region001	18274	3982
JABVZE010000098.region001	18274	3982
JABVZK010000151.region001	18274	3982
JANAXC010000218.region001	18274	3982
JANAXD010000125.region001	18274	3982
JANAXF010000270.region001	18274	3982
JANAXH010000044.region001	18274	3982
JANAXJ010000016.region002	18274	3982
JANAXK010000007.region002	18274	3982
JANAXM010000237.region001	18274	3982
JANAXP010000197.region001	18274	3982
JANAXS010000006.region002	18274	3982
JANAYD010000002.region003	18274	3982
JANAYE010000117.region001	18274	3982
JANAYF010000063.region002	18274	3982
JANAYF010000116.region001	18274	3982
JANAYH010000209.region001	18274	3982
JANAYI010000118.region001	18274	3982
JANAYJ010000124.region001	18274	3982
JANAYK010000124.region001	18274	3982
JANAYL010000113.region001	18274	3982
JANAYM010000049.region002	18274	3982
JANAYN010000125.region001	18274	3982
JANAYO010000127.region001	18274	3982
JANAYP010000122.region001	18274	3982
JANAYQ010000231.region001	18274	3982
JANAYQ010000238.region001	18274	3982
JANAYS010000004.region003	18274	3982
JANAYS010000266.region001	18274	3982
JANAYT010000046.region002	18274	3982
JANAYW010000120.region001	18274	3982
JANAYZ010000198.region001	18274	3982
JANAZB010000130.region001	18274	3982
JANAZB010000204.region001	18274	3982
JANAZC010000007.region003	18274	3982
JANAZC010000238.region001	18274	3982
JANAZD010000058.region001	18274	3982
JANAZF010000124.region001	18274	3982
JANAZG010000224.region001	18274	3982
JANAZH010000048.region002	18274	3982
JANAZH010000260.region001	18274	3982
JANAZI010000128.region001	18274	3982
JANAZI010000258.region001	18274	3982
JANAZJ010000052.region002	18274	3982
JANAZM010000130.region001	18274	3982
JANAZN010000003.region003	18274	3982
JANAZQ010000125.region001	18274	3982
JANAZQ010000130.region001	18274	3982
JANAZV010000048.region001	18274	3982
JANAZX010000241.region001	18274	3982
JANAZZ010000216.region001	18274	3982
JANAZZ010000246.region001	18274	3982
JANBAB010000120.region001	18274	3982
JANBAC010000261.region001	18274	3982
JANBAF010000189.region001	18274	3982
JANBAH010000120.region001	18274	3982
JANBAI010000125.region001	18274	3982
JANBAK010000160.region001	18274	3982
JANBAL010000038.region002	18274	3982
JANBAM010000049.region002	18274	3982
JANBAN010000052.region001	18274	3982
JANBAO010000220.region001	18274	3982
JANBAP010000121.region001	18274	3982
JANCNW010000036.region001	18274	3982
JANCNX010000028.region001	18274	3982
JANCNY010000085.region001	18274	3982
JANCNY010000286.region001	18274	3982
JAOAMT010000126.region001	18274	3982
JZDT01000797.1.region001	18274	3982
JZDT01000851.1.region001	18274	3982
LIZJ01000096.1.region001	18274	3982
LOAK01000113.1.region001	18274	3982
LOAN01000016.1.region002	18274	3982
NKQQ01000019.1.region001	18274	3982
NPKL01000041.1.region001	18274	3982
NPKL01000080.1.region001	18274	3982
NWUI02000135.1.region002	18274	3982
RAWY01000046.1.region001	18274	3982
RAWZ01000124.1.region002	18274	3982
RAXB01000045.1.region001	18274	3982
RAXD01000194.1.region002	18274	3982
RAXH01000190.1.region001	18274	3982
RAXP01000211.1.region001	18274	3982
RAXQ01000179.1.region001	18274	3982
SESK01000104.1.region001	18274	3982
SKBW01000004.1.region001	18274	3982
VYXI01001058.1.region001	18274	3982
VYXJ01000057.1.region001	18274	3982
VYXK01000795.1.region001	18274	3982
BEXC01001354.1.region001	18274	10234
BEXL01000030.1.region001	18274	10234
BEXM01000858.1.region001	18274	10234
BEXR01000308.1.region001	18274	10234
BEXR01001302.1.region001	18274	10234
CP051080.1.region006	18274	10234
JABVZF010000033.region002	18274	10234
JAGYXF010000057.region004	18274	10234
JALMFT010000002.region004	18274	10234
JANAXC010000343.region001	18274	10234
JANAXD010000283.region001	18274	10234
JANAXH010000272.region001	18274	10234
JANAXI010000044.region001	18274	10234
JANAXJ010000257.region001	18274	10234
JANAXN010000007.region003	18274	10234
JANAXP010000255.region001	18274	10234
JANAXR010000174.region001	18274	10234
JANAXS010000296.region001	18274	10234
JANAXT010000057.region001	18274	10234
JANAXV010000061.region001	18274	10234
JANAYD010000257.region001	18274	10234
JANAYE010000349.region001	18274	10234
JANAYJ010000307.region001	18274	10234
JANAYK010000182.region001	18274	10234
JANAYL010000301.region001	18274	10234
JANAYM010000261.region001	18274	10234
JANAYO010000295.region001	18274	10234
JANAYP010000286.region001	18274	10234
JANAYR010000043.region001	18274	10234
JANAYT010000287.region001	18274	10234
JANAYU010000008.region003	18274	10234
JANAYV010000050.region001	18274	10234
JANAYZ010000305.region001	18274	10234
JANAZD010000263.region001	18274	10234
JANAZF010000314.region001	18274	10234
JANAZG010000321.region001	18274	10234
JANAZM010000315.region001	18274	10234
JANAZS010000154.region001	18274	10234
JANAZW010000125.region001	18274	10234
JANAZW010000244.region001	18274	10234
JANAZY010000005.region003	18274	10234
JANBAB010000299.region001	18274	10234
JANBAF010000257.region001	18274	10234
JANBAI010000300.region001	18274	10234
JANBAJ010000628.region001	18274	10234
JANBAL010000312.region001	18274	10234
JANBAM010000261.region001	18274	10234
JANBAO010000361.region001	18274	10234
JAOAMT010000309.region001	18274	10234
LLET01000006.1.region002	18274	10234
LOAM01000080.1.region001	18274	10234
RAXE01000172.1.region003	18274	10234
RAXF01000099.1.region002	18274	10234
RAXG01000024.1.region001	18274	10234
RAXR01000010.1.region002	18274	10234
SESK01000363.1.region001	18274	10234
VYXK01001003.1.region001	18274	10234
BEXK01000029.1.region001	18274	18274
BEXO01000180.1.region001	18274	18274
BEXP01000023.1.region001	18274	18274
BGC0000404	18274	18274
BGC0000405	18274	18274
CM030975.1.region006	18274	18274
CP047254.1.region007	18274	18274
CP051024.1.region006	18274	18274
CP051040.1.region006	18274	18274
CP051046.1.region002	18274	18274
CP051056.1.region007	18274	18274
CP051064.1.region006	18274	18274
CP051088.1.region006	18274	18274
CP051096.1.region006	18274	18274
CP059863.1.region006	18274	18274
CP061809.2.region006	18274	18274
JABVYR010000135.region001	18274	18274
JABVYS010000151.region001	18274	18274
JABVYT010000002.region002	18274	18274
JABVYU010000028.region001	18274	18274
JABVYV010000084.region001	18274	18274
JABVYW010000162.region001	18274	18274
JABVYX010000005.region001	18274	18274
JABVYY010000095.region001	18274	18274
JABVYZ010000021.region002	18274	18274
JABVZA010000004.region001	18274	18274
JABVZB010000148.region001	18274	18274
JABVZC010000161.region001	18274	18274
JABVZD010000170.region001	18274	18274
JABVZG010000028.region001	18274	18274
JABVZH010000017.region001	18274	18274
JABVZI010000159.region001	18274	18274
JABVZJ010000128.region001	18274	18274
JAMFMO010000004.region005	18274	18274
JAMFMP010000007.region001	18274	18274
JAMFMQ010000002.region006	18274	18274
JAMFMR010000010.region003	18274	18274
JAMFMS010000017.region001	18274	18274
JAMFMT010000012.region001	18274	18274
JAMFMU010000015.region003	18274	18274
JAMFMV010000008.region001	18274	18274
JAMFMW010000028.region002	18274	18274
JAMFMX010000003.region001	18274	18274
JANAXE010000017.region002	18274	18274
JANAXF010000003.region003	18274	18274
JANAXG010000013.region002	18274	18274
JANAXL010000105.region001	18274	18274
JANAXM010000136.region001	18274	18274
JANAXQ010000004.region003	18274	18274
JANAXU010000030.region002	18274	18274
JANAXW010000107.region001	18274	18274
JANAXX010000014.region003	18274	18274
JANAXY010000052.region001	18274	18274
JANAXZ010000035.region002	18274	18274
JANAYA010000045.region001	18274	18274
JANAYB010000003.region003	18274	18274
JANAYC010000053.region001	18274	18274
JANAYG010000002.region001	18274	18274
JANAYX010000161.region001	18274	18274
JANAYY010000059.region001	18274	18274
JANAZA010000046.region002	18274	18274
JANAZE010000101.region001	18274	18274
JANAZK010000005.region003	18274	18274
JANAZL010000109.region001	18274	18274
JANAZO010000008.region003	18274	18274
JANAZP010000003.region003	18274	18274
JANAZR010000100.region001	18274	18274
JANAZT010000058.region001	18274	18274
JANAZU010000004.region003	18274	18274
JANAZX010000034.region002	18274	18274
JANBAA010000053.region001	18274	18274
JANBAC010000195.region001	18274	18274
JANBAD010000077.region001	18274	18274
JANBAE010000152.region001	18274	18274
JANBAG010000013.region001	18274	18274
JANBAJ010000616.region001	18274	18274
LIZI01000007.1.region001	18274	18274
LOAK01000709.1.region001	18274	18274
LOAL01000494.1.region001	18274	18274
LOAO01000068.1.region001	18274	18274
LOAQ01000728.1.region001	18274	18274
ML734582.1.region002	18274	18274
NKQP01000021.1.region001	18274	18274
NLCI01000259.1.region003	18274	18274
NLCJ01000159.1.region001	18274	18274
NLCK01000127.1.region001	18274	18274
NLCL01000128.1.region005	18274	18274
NLCM01000310.1.region001	18274	18274
NLCN01000214.1.region003	18274	18274
NWUG02001146.1.region002	18274	18274
NWUH02000029.1.region002	18274	18274
QQZZ01000052.1.region004	18274	18274
RAXA01000108.1.region001	18274	18274
RAXC01000070.1.region001	18274	18274
RAXH01000157.1.region001	18274	18274
RAXI01000160.1.region001	18274	18274
RAXJ01000123.1.region002	18274	18274
RAXK01000076.1.region003	18274	18274
RAXL01000059.1.region003	18274	18274
RAXM01000300.1.region001	18274	18274
RAXN01000146.1.region001	18274	18274
RAXO01000370.1.region001	18274	18274
RAXP01000028.1.region001	18274	18274
SJEZ01000009.1.region005	18274	18274
SJFA01000027.1.region001	18274	18274
SJFD01000047.1.region001	18274	18274
SJFG01000019.1.region003	18274	18274
SJFH01000045.1.region001	18274	18274
SJFI01000027.1.region002	18274	18274
SJFJ01000066.1.region002	18274	18274
SJFL01000005.1.region003	18274	18274
SKBX01000044.1.region002	18274	18274
SKBY01000007.1.region003	18274	18274
SKBZ01000023.1.region001	18274	18274
VYXI01000587.1.region001	18274	18274
VYXL01000128.1.region001	18274	18274
BEXP01000462.1.region001	4577	3985
CP051072.1.region008	4577	3985
JABVYS010000154.region001	4577	3985
JABVYS010000194.region001	4577	3985
JABVZF010000075.region002	4577	3985
JABVZJ010000033.region001	4577	3985
JAMFMO010000004.region001	4577	3985
JAMFMP010000007.region005	4577	3985
JAMFMR010000023.region001	4577	3985
JAMFMS010000013.region002	4577	3985
JAMFMU010000012.region002	4577	3985
JAMFMV010000008.region005	4577	3985
JAMFMW010000034.region002	4577	3985
JANAXF010000025.region001	4577	3985
JANAXG010000029.region001	4577	3985
JANAXH010000029.region001	4577	3985
JANAXI010000067.region002	4577	3985
JANAXJ010000191.region001	4577	3985
JANAXJ010000213.region001	4577	3985
JANAXN010000158.region001	4577	3985
JANAXQ010000075.region001	4577	3985
JANAXQ010000206.region001	4577	3985
JANAXR010000204.region001	4577	3985
JANAXR010000236.region001	4577	3985
JANAXS010000021.region002	4577	3985
JANAXV010000076.region002	4577	3985
JANAYB010000022.region001	4577	3985
JANAYD010000069.region002	4577	3985
JANAYM010000009.region001	4577	3985
JANAYP010000015.region001	4577	3985
JANAYT010000061.region001	4577	3985
JANAZC010000049.region002	4577	3985
JANAZD010000189.region001	4577	3985
JANAZD010000223.region001	4577	3985
JANAZL010000072.region001	4577	3985
JANAZN010000029.region001	4577	3985
JANAZS010000022.region001	4577	3985
JANAZY010000038.region001	4577	3985
JANBAB010000200.region001	4577	3985
JANBAB010000236.region001	4577	3985
JANBAF010000030.region001	4577	3985
JANBAN010000122.region001	4577	3985
LIZI01000044.1.region001	4577	3985
LOAN01000203.1.region001	4577	3985
LOAO01000268.1.region001	4577	3985
NKQQ01000042.1.region001	4577	3985
NKQQ01000070.1.region001	4577	3985
NWUI02000100.1.region001	4577	3985
RAWZ01000006.1.region001	4577	3985
RAXB01000149.1.region001	4577	3985
RAXC01000006.1.region003	4577	3985
RAXD01000106.1.region004	4577	3985
RAXF01000210.1.region002	4577	3985
RAXG01000149.1.region001	4577	3985
RAXH01000018.1.region001	4577	3985
RAXN01000198.1.region001	4577	3985
RAXO01000494.1.region001	4577	3985
RAXP01000146.1.region002	4577	3985
RAXQ01000212.1.region001	4577	3985
VYXL01000206.1.region001	4577	3985
BEXC01000045.1.region001	4577	4577
BEXL01000477.1.region001	4577	4577
BEXO01000077.1.region001	4577	4577
BEXQ01000158.1.region001	4577	4577
BEXS01000893.1.region001	4577	4577
CM030975.1.region009	4577	4577
CP044623.1.region003	4577	4577
CP047254.1.region004	4577	4577
CP051024.1.region009	4577	4577
CP051032.1.region009	4577	4577
CP051040.1.region009	4577	4577
CP051048.1.region007	4577	4577
CP051056.1.region010	4577	4577
CP051064.1.region009	4577	4577
CP051080.1.region009	4577	4577
CP051096.1.region009	4577	4577
CP059863.1.region009	4577	4577
CP059871.1.region009	4577	4577
CP082259.1.region009	4577	4577
JABVYR010000084.region001	4577	4577
JABVYV010000018.region001	4577	4577
JABVYW010000101.region001	4577	4577
JABVYX010000071.region001	4577	4577
JABVZG010000561.region001	4577	4577
JABVZH010000242.region001	4577	4577
JABVZI010000083.region001	4577	4577
JABVZJ010000631.region001	4577	4577
JABVZK010000383.region001	4577	4577
JAGYXF010000057.region001	4577	4577
JAMFMP010000007.region004	4577	4577
JAMFMQ010000002.region003	4577	4577
JAMFMS010000013.region001	4577	4577
JAMFMT010000016.region004	4577	4577
JANAXS010000021.region001	4577	4577
JANAYE010000056.region001	4577	4577
JANAYJ010000026.region001	4577	4577
JANAYK010000108.region001	4577	4577
JANAYN010000004.region001	4577	4577
JANAYO010000024.region001	4577	4577
JANAYY010000056.region001	4577	4577
JANAZA010000050.region001	4577	4577
JANAZB010000015.region001	4577	4577
JANAZF010000031.region001	4577	4577
JANAZH010000123.region001	4577	4577
JANAZI010000043.region001	4577	4577
JANAZJ010000097.region002	4577	4577
JANAZM010000029.region001	4577	4577
JANAZP010000062.region001	4577	4577
JANAZQ010000061.region001	4577	4577
JANAZR010000050.region001	4577	4577
JANAZZ010000105.region001	4577	4577
JANBAD010000033.region001	4577	4577
JANBAI010000054.region001	4577	4577
JANBAO010000048.region001	4577	4577
JANBAP010000063.region001	4577	4577
JANCNW010000041.region001	4577	4577
JANCNY010000102.region001	4577	4577
LLET01000004.1.region001	4577	4577
LOAK01000412.1.region001	4577	4577
LOAQ01000875.1.region001	4577	4577
NLCJ01000221.1.region002	4577	4577
NPKL01000005.1.region001	4577	4577
NWUG02000251.1.region001	4577	4577
NWUH02000149.1.region001	4577	4577
RAWY01000012.1.region001	4577	4577
RAXA01000457.1.region001	4577	4577
RAXE01000076.1.region001	4577	4577
RAXI01000021.1.region001	4577	4577
RAXJ01000058.1.region001	4577	4577
RAXL01000154.1.region001	4577	4577
RAXO01000192.1.region001	4577	4577
SESK01000076.1.region001	4577	4577
SJEZ01000009.1.region002	4577	4577
SJFA01000027.1.region004	4577	4577
SJFD01000038.1.region005	4577	4577
SJFG01000029.1.region001	4577	4577
SJFJ01000017.1.region001	4577	4577
SKBW01000004.1.region004	4577	4577
SKBY01000028.1.region003	4577	4577
SKBZ01000023.1.region004	4577	4577
VYXK01000056.1.region001	4577	4577
BEXK01000306.1.region001	4577	14716
BEXL01000151.1.region001	4577	14716
BEXM01000930.1.region001	4577	14716
BEXN01000421.1.region001	4577	14716
BEXR01001227.1.region001	4577	14716
BEXS01000945.1.region001	4577	14716
BGC0001445	4577	14716
CP051088.1.region009	4577	14716
CP061809.2.region009	4577	14716
JABVYU010000215.region001	4577	14716
JABVYY010000208.region001	4577	14716
JABVYZ010000030.region001	4577	14716
JABVZA010000099.region002	4577	14716
JABVZB010000011.region001	4577	14716
JABVZC010000066.region001	4577	14716
JABVZD010000112.region002	4577	14716
JABVZF010000075.region001	4577	14716
JABVZG010000208.region001	4577	14716
JABVZH010000105.region001	4577	14716
JABVZJ010000033.region002	4577	14716
JAMFMO010000004.region002	4577	14716
JAMFMR010000023.region002	4577	14716
JAMFMU010000012.region001	4577	14716
JAMFMV010000008.region004	4577	14716
JAMFMW010000034.region001	4577	14716
JAMFMX010000003.region004	4577	14716
JANAXC010000019.region001	4577	14716
JANAXD010000034.region001	4577	14716
JANAXI010000067.region001	4577	14716
JANAXM010000021.region001	4577	14716
JANAXP010000017.region001	4577	14716
JANAXU010000062.region001	4577	14716
JANAXV010000076.region001	4577	14716
JANAXW010000065.region001	4577	14716
JANAXX010000063.region001	4577	14716
JANAXY010000127.region001	4577	14716
JANAYC010000133.region001	4577	14716
JANAYD010000069.region001	4577	14716
JANAYF010000054.region001	4577	14716
JANAYI010000058.region001	4577	14716
JANAYL010000030.region001	4577	14716
JANAYR010000037.region001	4577	14716
JANAYS010000034.region001	4577	14716
JANAYT010000061.region002	4577	14716
JANAYW010000067.region002	4577	14716
JANAYX010000133.region002	4577	14716
JANAYZ010000031.region001	4577	14716
JANAZC010000049.region001	4577	14716
JANAZE010000061.region001	4577	14716
JANAZK010000029.region001	4577	14716
JANAZL010000072.region002	4577	14716
JANAZT010000126.region001	4577	14716
JANAZU010000125.region001	4577	14716
JANAZX010000030.region001	4577	14716
JANBAA010000093.region001	4577	14716
JANBAE010000089.region001	4577	14716
JANBAG010000060.region001	4577	14716
JANBAH010000082.region001	4577	14716
JANBAL010000021.region001	4577	14716
JANBAM010000135.region001	4577	14716
JANBAN010000181.region001	4577	14716
JANCNX010000137.region001	4577	14716
JAOAMT010000031.region001	4577	14716
LIZI01000149.1.region001	4577	14716
LIZJ01000090.1.region001	4577	14716
LOAK01000096.1.region001	4577	14716
LOAL01000103.1.region001	4577	14716
LOAM01000031.1.region001	4577	14716
LOAO01000137.1.region001	4577	14716
LOAQ01000149.1.region001	4577	14716
NKQP01000021.1.region004	4577	14716
NLCI01000212.1.region003	4577	14716
NLCK01000240.1.region001	4577	14716
NLCN01000329.1.region004	4577	14716
RAXC01000004.1.region001	4577	14716
RAXK01000174.1.region002	4577	14716
RAXR01000187.1.region001	4577	14716
SJFH01000059.1.region001	4577	14716
SJFI01000017.1.region002	4577	14716
SKBX01000014.1.region001	4577	14716
VYXI01000414.1.region001	4577	14716
VYXL01000091.1.region001	4577	14716
BEXP01000381.1.region001	4577	15357
JABVYR010000111.region001	4577	15357
JABVYT010000004.region001	4577	15357
JABVZE010000096.region002	4577	15357
JABVZE010000232.region001	4577	15357
JALMFT010000002.region001	4577	15357
JANAXE010000171.region001	4577	15357
JANAXK010000066.region001	4577	15357
JANAXL010000020.region001	4577	15357
JANAXT010000126.region001	4577	15357
JANAXZ010000124.region001	4577	15357
JANAYA010000192.region001	4577	15357
JANAYG010000138.region001	4577	15357
JANAYH010000076.region001	4577	15357
JANAYQ010000122.region001	4577	15357
JANAYU010000171.region001	4577	15357
JANAYV010000029.region001	4577	15357
JANAZO010000076.region001	4577	15357
JANAZV010000042.region001	4577	15357
JANAZW010000057.region002	4577	15357
JANBAC010000135.region001	4577	15357
JANBAJ010000303.region001	4577	15357
JANBAK010000101.region002	4577	15357
JZDT01000776.1.region001	4577	15357
JZDT01000850.1.region001	4577	15357
LOAN01000174.1.region001	4577	15357
ML734603.1.region001	4577	15357
NLCL01000128.1.region002	4577	15357
NLCM01000310.1.region004	4577	15357
QQZZ01000052.1.region001	4577	15357
RAXF01000149.1.region001	4577	15357
SJFL01000014.1.region001	4577	15357
VYXJ01000490.1.region001	4577	15357
BEXP01000301.1.region001	4577	15358
JABVYT010000004.region002	4577	15358
JABVYY010000001.region001	4577	15358
JABVZA010000099.region001	4577	15358
JABVZD010000112.region001	4577	15358
JABVZE010000096.region001	4577	15358
JABVZG010000154.region001	4577	15358
JAMFMT010000016.region003	4577	15358
