#BGC Name	Clan Number	Family Number
JANAZZ010000016.region003	13296	7167
JANBAB010000021.region003	13296	7167
JANBAC010000054.region003	13296	7167
JANBAE010000007.region001	13296	7167
JANBAF010000126.region002	13296	7167
JANBAJ010000102.region001	13296	7167
JANBAL010000119.region001	13296	7167
JANBAM010000128.region001	13296	7167
JANBAN010000120.region001	13296	7167
JANCNW010000120.region001	13296	7167
LOAK01000295.1.region001	13296	7167
LOAL01000095.1.region001	13296	7167
LOAN01000037.1.region002	13296	7167
NKQP01000026.1.region002	13296	7167
NKQQ01000068.1.region002	13296	7167
NWUI02000183.1.region002	13296	7167
RAWY01000077.1.region003	13296	7167
RAWZ01000045.1.region002	13296	7167
RAXA01000863.1.region001	13296	7167
RAXB01000005.1.region002	13296	7167
RAXC01000013.1.region003	13296	7167
RAXD01000013.1.region003	13296	7167
RAXE01000106.1.region002	13296	7167
RAXF01000234.1.region002	13296	7167
RAXG01000152.1.region003	13296	7167
RAXH01000091.1.region003	13296	7167
RAXK01000035.1.region002	13296	7167
RAXN01000240.1.region002	13296	7167
RAXP01000013.1.region002	13296	7167
RAXQ01000249.1.region002	13296	7167
RAXR01000001.1.region002	13296	7167
SJEZ01000036.1.region003	13296	7167
SJFA01000030.1.region002	13296	7167
SJFG01000023.1.region002	13296	7167
SJFJ01000075.1.region002	13296	7167
SKBY01000020.1.region002	13296	7167
SKBZ01000045.1.region002	13296	7167
VYXI01000599.1.region001	13296	7167
BEXC01001034.1.region001	13296	13296
BEXL01000085.1.region002	13296	13296
BEXR01000066.1.region001	13296	13296
CP051027.1.region002	13296	13296
CP082254.1.region002	13296	13296
JABVYR010000100.region001	13296	13296
JABVYX010000064.region002	13296	13296
JABVZK010000371.region001	13296	13296
JALMFT010000038.region002	13296	13296
JAMFMQ010000021.region001	13296	13296
JANAXT010000052.region002	13296	13296
JANAYA010000083.region001	13296	13296
JANAYE010000065.region002	13296	13296
JANAYH010000021.region001	13296	13296
JANAYJ010000203.region001	13296	13296
JANAYN010000220.region001	13296	13296
JANAYO010000020.region004	13296	13296
JANAYW010000117.region002	13296	13296
JANAZE010000001.region001	13296	13296
JANAZM010000211.region001	13296	13296
JANAZW010000107.region002	13296	13296
JANBAD010000061.region002	13296	13296
JANBAH010000002.region003	13296	13296
JANBAK010000087.region001	13296	13296
ML734564.1.region003	13296	13296
NLCM01000047.1.region002	13296	13296
NPKL01000013.1.region001	13296	13296
RAXI01000045.1.region005	13296	13296
RAXJ01000169.1.region002	13296	13296
RAXL01000171.1.region003	13296	13296
RAXM01000011.1.region003	13296	13296
SESK01000062.1.region002	13296	13296
SJFL01000019.1.region002	13296	13296
VYXK01000176.1.region001	13296	13296
BEXK01000071.1.region001	13296	18364
BEXO01000338.1.region002	13296	18364
BEXQ01000646.1.region001	13296	18364
BEXS01000148.1.region001	13296	18364
CM030970.1.region002	13296	18364
CP044619.1.region010	13296	18364
CP047249.1.region010	13296	18364
CP051019.1.region002	13296	18364
CP051035.1.region002	13296	18364
CP051043.1.region002	13296	18364
CP051051.1.region002	13296	18364
CP051059.1.region002	13296	18364
CP051075.1.region002	13296	18364
CP051091.1.region002	13296	18364
CP059858.1.region002	13296	18364
CP059866.1.region002	13296	18364
CP061804.2.region002	13296	18364
JABVYV010000048.region002	13296	18364
JABVYW010000034.region002	13296	18364
JABVYZ010000065.region002	13296	18364
JABVZI010000210.region001	13296	18364
JAGYXF010000020.region002	13296	18364
JANAXK010000013.region001	13296	18364
JANAXP010000032.region002	13296	18364
JANAXY010000067.region002	13296	18364
JANAXZ010000160.region001	13296	18364
JANAYC010000089.region001	13296	18364
JANAYI010000050.region001	13296	18364
JANAYK010000010.region002	13296	18364
JANAYL010000012.region002	13296	18364
JANAYY010000040.region002	13296	18364
JANAYZ010000016.region001	13296	18364
JANAZA010000109.region002	13296	18364
JANAZF010000203.region001	13296	18364
JANAZG010000216.region001	13296	18364
JANAZH010000009.region003	13296	18364
JANAZI010000011.region003	13296	18364
JANAZJ010000093.region001	13296	18364
JANAZQ010000015.region001	13296	18364
JANAZR010000070.region002	13296	18364
JANAZT010000041.region002	13296	18364
JANAZV010000065.region002	13296	18364
JANBAA010000150.region001	13296	18364
JANBAG010000005.region001	13296	18364
JANBAI010000202.region001	13296	18364
JANBAO010000009.region003	13296	18364
JANBAP010000221.region001	13296	18364
JANCNX010000101.region002	13296	18364
JANCNY010000113.region002	13296	18364
JAOAMT010000056.region001	13296	18364
JZDT01000057.1.region002	13296	18364
LIZI01000111.1.region001	13296	18364
LIZJ01000122.1.region002	13296	18364
LLET01000037.1.region002	13296	18364
LOAM01000003.1.region002	13296	18364
LOAO01000072.1.region002	13296	18364
LOAQ01002727.1.region001	13296	18364
NLCI01000142.1.region002	13296	18364
NLCJ01000218.1.region003	13296	18364
NLCK01000227.1.region003	13296	18364
NLCL01000271.1.region002	13296	18364
NLCN01000403.1.region002	13296	18364
NWUG02000229.1.region001	13296	18364
NWUH02000172.1.region002	13296	18364
QQZZ01000160.1.region002	13296	18364
RAXO01000018.1.region001	13296	18364
SJFD01000038.1.region002	13296	18364
SJFH01000002.1.region003	13296	18364
SJFI01000006.1.region002	13296	18364
SKBW01000028.1.region002	13296	18364
SKBX01000001.1.region003	13296	18364
VYXJ01000597.1.region001	13296	18364
VYXL01000604.1.region001	13296	18364
CP051071.1.region004	18395	7672
JABVYR010000285.region001	18395	7672
JABVYS010000013.region002	18395	7672
JABVZB010000003.region001	18395	7672
JABVZC010000012.region003	18395	7672
JABVZF010000016.region002	18395	7672
JABVZJ010000325.region001	18395	7672
JAMFMP010000002.region006	18395	7672
JAMFMR010000022.region001	18395	7672
JAMFMS010000023.region003	18395	7672
JAMFMT010000003.region001	18395	7672
JAMFMV010000003.region004	18395	7672
JAMFMW010000033.region001	18395	7672
JAMFMX010000005.region006	18395	7672
JANAXD010000004.region001	18395	7672
JANAXF010000007.region001	18395	7672
JANAXG010000001.region002	18395	7672
JANAXH010000004.region001	18395	7672
JANAXI010000007.region001	18395	7672
JANAXJ010000007.region001	18395	7672
JANAXM010000003.region001	18395	7672
JANAXQ010000017.region001	18395	7672
JANAXR010000002.region001	18395	7672
JANAXS010000004.region001	18395	7672
JANAXV010000038.region001	18395	7672
JANAYB010000004.region001	18395	7672
JANAYF010000003.region001	18395	7672
JANAYH010000153.region001	18395	7672
JANAYM010000006.region001	18395	7672
JANAYP010000004.region001	18395	7672
JANAYR010000005.region001	18395	7672
JANAYS010000021.region001	18395	7672
JANAYT010000001.region003	18395	7672
JANAYV010000007.region001	18395	7672
JANAZB010000002.region001	18395	7672
JANAZC010000002.region002	18395	7672
JANAZD010000005.region001	18395	7672
JANAZK010000008.region001	18395	7672
JANAZL010000009.region003	18395	7672
JANAZN010000006.region001	18395	7672
JANAZO010000010.region001	18395	7672
JANAZP010000004.region001	18395	7672
JANAZS010000005.region001	18395	7672
JANAZW010000101.region001	18395	7672
JANAZY010000003.region001	18395	7672
JANBAB010000004.region001	18395	7672
JANBAC010000004.region001	18395	7672
JANBAF010000002.region001	18395	7672
JANBAJ010000306.region001	18395	7672
JANBAL010000005.region001	18395	7672
JANBAM010000003.region001	18395	7672
JANBAN010000005.region003	18395	7672
JANCNW010000003.region001	18395	7672
LOAN01000055.1.region001	18395	7672
NKQQ01000043.1.region003	18395	7672
NLCM01000170.1.region001	18395	7672
NWUI02000238.1.region003	18395	7672
RAWZ01000022.1.region003	18395	7672
RAXB01000114.1.region003	18395	7672
RAXD01000106.1.region001	18395	7672
RAXE01000152.1.region001	18395	7672
RAXF01000032.1.region004	18395	7672
RAXG01000022.1.region001	18395	7672
RAXH01000063.1.region003	18395	7672
RAXK01000122.1.region001	18395	7672
RAXM01000196.1.region001	18395	7672
RAXN01000015.1.region003	18395	7672
RAXO01000311.1.region001	18395	7672
RAXP01000085.1.region004	18395	7672
RAXQ01000272.1.region001	18395	7672
RAXR01000053.1.region001	18395	7672
VYXI01000174.1.region001	18395	7672
BEXP01000189.1.region001	18395	13306
BEXR01000292.1.region001	18395	13306
CP044621.1.region005	18395	13306
CP047253.1.region005	18395	13306
CP051031.1.region005	18395	13306
CP051063.1.region005	18395	13306
CP051095.1.region005	18395	13306
CP059870.1.region005	18395	13306
CP082258.1.region005	18395	13306
JABVYV010000081.region001	18395	13306
JABVYY010000056.region001	18395	13306
JABVZI010000231.region001	18395	13306
JABVZK010000049.region001	18395	13306
JALMFT010000001.region005	18395	13306
JANAXL010000151.region001	18395	13306
JANAXT010000050.region001	18395	13306
JANAXY010000148.region001	18395	13306
JANAXZ010000177.region001	18395	13306
JANAYA010000129.region001	18395	13306
JANAYC010000154.region001	18395	13306
JANAYK010000148.region001	18395	13306
JANAYL010000135.region001	18395	13306
JANAZA010000141.region001	18395	13306
JANAZH010000135.region001	18395	13306
JANAZI010000038.region001	18395	13306
JANAZM010000163.region001	18395	13306
JANAZR010000141.region001	18395	13306
JANAZT010000150.region001	18395	13306
JANAZV010000161.region001	18395	13306
JANBAA010000123.region001	18395	13306
JANBAD010000138.region001	18395	13306
JANBAG010000151.region001	18395	13306
JANBAK010000126.region001	18395	13306
JANBAO010000007.region001	18395	13306
JANCNX010000084.region001	18395	13306
JANCNX010000084.region002	18395	13306
LOAO01000004.1.region001	18395	13306
ML734627.1.region001	18395	13306
SJEZ01000045.1.region001	18395	13306
SJFA01000001.1.region003	18395	13306
SJFD01000004.1.region002	18395	13306
SJFG01000054.1.region002	18395	13306
SJFJ01000005.1.region003	18395	13306
SJFL01000013.1.region004	18395	13306
SKBZ01000012.1.region003	18395	13306
BEXC01000028.1.region001	18395	18395
BEXK01000138.1.region001	18395	18395
BEXL01000384.1.region001	18395	18395
BEXM01000031.1.region001	18395	18395
BEXN01000226.1.region001	18395	18395
BEXO01000046.1.region001	18395	18395
BEXQ01000149.1.region001	18395	18395
BEXS01000499.1.region001	18395	18395
CM030974.1.region005	18395	18395
CP051023.1.region005	18395	18395
CP051039.1.region005	18395	18395
CP051047.1.region005	18395	18395
CP051055.1.region005	18395	18395
CP051079.1.region005	18395	18395
CP051087.1.region005	18395	18395
CP059862.1.region005	18395	18395
CP061806.2.region005	18395	18395
JABVYT010000010.region001	18395	18395
JABVYU010000001.region001	18395	18395
JABVYW010000031.region001	18395	18395
JABVYX010000094.region001	18395	18395
JABVYZ010000047.region001	18395	18395
JABVZA010000053.region001	18395	18395
JABVZD010000131.region001	18395	18395
JABVZE010000137.region001	18395	18395
JABVZG010000013.region001	18395	18395
JABVZH010000096.region001	18395	18395
JAGYXF010000018.region001	18395	18395
JAMFMO010000036.region001	18395	18395
JAMFMQ010000033.region001	18395	18395
JAMFMU010000036.region001	18395	18395
JANAXC010000155.region001	18395	18395
JANAXE010000010.region001	18395	18395
JANAXK010000152.region001	18395	18395
JANAXN010000027.region001	18395	18395
JANAXP010000115.region001	18395	18395
JANAXU010000017.region001	18395	18395
JANAXW010000003.region001	18395	18395
JANAXX010000006.region001	18395	18395
JANAYD010000006.region001	18395	18395
JANAYE010000157.region001	18395	18395
JANAYG010000024.region001	18395	18395
JANAYI010000104.region001	18395	18395
JANAYJ010000149.region001	18395	18395
JANAYN010000159.region001	18395	18395
JANAYO010000154.region001	18395	18395
JANAYQ010000159.region001	18395	18395
JANAYU010000013.region002	18395	18395
JANAYW010000152.region001	18395	18395
JANAYX010000005.region002	18395	18395
JANAYY010000021.region001	18395	18395
JANAYZ010000011.region001	18395	18395
JANAZE010000145.region001	18395	18395
JANAZF010000156.region001	18395	18395
JANAZG010000149.region001	18395	18395
JANAZJ010000129.region001	18395	18395
JANAZQ010000014.region001	18395	18395
JANAZU010000002.region001	18395	18395
JANAZX010000001.region003	18395	18395
JANAZZ010000027.region001	18395	18395
JANBAE010000061.region001	18395	18395
JANBAH010000155.region001	18395	18395
JANBAI010000117.region001	18395	18395
JANBAP010000145.region001	18395	18395
JANCNY010000023.region001	18395	18395
JAOAMT010000165.region001	18395	18395
JZDT01000218.1.region001	18395	18395
LIZI01000025.1.region001	18395	18395
LLET01000080.1.region001	18395	18395
NKQP01000075.1.region001	18395	18395
NLCI01000129.1.region001	18395	18395
NLCJ01000227.1.region006	18395	18395
NLCK01000047.1.region001	18395	18395
NLCL01000127.1.region001	18395	18395
NLCN01000114.1.region001	18395	18395
NPKL01000014.1.region003	18395	18395
NWUG02001447.1.region001	18395	18395
NWUH02000027.1.region003	18395	18395
QQZZ01000194.1.region001	18395	18395
RAXA01000104.1.region003	18395	18395
RAXC01000006.1.region002	18395	18395
RAXI01000079.1.region002	18395	18395
RAXJ01000040.1.region001	18395	18395
RAXL01000136.1.region001	18395	18395
SESK01000036.1.region001	18395	18395
SJFH01000014.1.region003	18395	18395
SJFI01000018.1.region001	18395	18395
SKBW01000010.1.region001	18395	18395
SKBX01000016.1.region006	18395	18395
SKBY01000030.1.region001	18395	18395
VYXJ01000200.1.region001	18395	18395
VYXK01000133.1.region001	18395	18395
CP051070.1.region006	7677	7677
JABVYS010000029.region001	7677	7677
JABVYZ010000100.region001	7677	7677
JABVZB010000036.region001	7677	7677
JABVZC010000051.region001	7677	7677
JABVZF010000036.region001	7677	7677
JABVZJ010000257.region001	7677	7677
JAMFMO010000021.region001	7677	7677
JAMFMP010000023.region003	7677	7677
JAMFMR010000003.region004	7677	7677
JAMFMS010000022.region003	7677	7677
JAMFMT010000020.region003	7677	7677
JAMFMU010000022.region001	7677	7677
JAMFMV010000005.region002	7677	7677
JAMFMW010000019.region002	7677	7677
JAMFMX010000022.region003	7677	7677
JANAXD010000022.region001	7677	7677
JANAXE010000001.region001	7677	7677
JANAXF010000206.region001	7677	7677
JANAXG010000020.region002	7677	7677
JANAXH010000054.region001	7677	7677
JANAXI010000107.region001	7677	7677
JANAXJ010000009.region002	7677	7677
JANAXM010000005.region001	7677	7677
JANAXN010000011.region001	7677	7677
JANAXQ010000103.region001	7677	7677
JANAXR010000047.region001	7677	7677
JANAXS010000010.region002	7677	7677
JANAXU010000011.region002	7677	7677
JANAXV010000011.region002	7677	7677
JANAXW010000093.region001	7677	7677
JANAXX010000020.region002	7677	7677
JANAYB010000175.region001	7677	7677
JANAYD010000079.region001	7677	7677
JANAYF010000037.region001	7677	7677
JANAYG010000051.region001	7677	7677
JANAYM010000187.region001	7677	7677
JANAYP010000048.region001	7677	7677
JANAYR010000056.region001	7677	7677
JANAYS010000002.region001	7677	7677
JANAYT010000196.region001	7677	7677
JANAYU010000155.region001	7677	7677
JANAYV010000011.region002	7677	7677
JANAYX010000017.region001	7677	7677
JANAZB010000072.region001	7677	7677
JANAZC010000026.region001	7677	7677
JANAZD010000007.region001	7677	7677
JANAZK010000002.region002	7677	7677
JANAZL010000244.region001	7677	7677
JANAZN010000051.region001	7677	7677
JANAZO010000026.region001	7677	7677
JANAZP010000065.region001	7677	7677
JANAZS010000106.region001	7677	7677
JANAZU010000046.region001	7677	7677
JANAZX010000045.region001	7677	7677
JANAZY010000112.region001	7677	7677
JANBAB010000273.region001	7677	7677
JANBAC010000112.region001	7677	7677
JANBAF010000026.region001	7677	7677
JANBAJ010000204.region001	7677	7677
JANBAL010000029.region001	7677	7677
JANBAM010000054.region001	7677	7677
JANBAN010000009.region001	7677	7677
JANCNW010000013.region002	7677	7677
LIZI01000128.1.region001	7677	7677
LOAN01000298.1.region001	7677	7677
NKQQ01000081.1.region001	7677	7677
NLCN01000125.1.region001	7677	7677
NWUI02000132.1.region003	7677	7677
RAWY01000187.1.region001	7677	7677
RAWZ01000031.1.region003	7677	7677
RAXB01000121.1.region001	7677	7677
RAXD01000063.1.region001	7677	7677
RAXE01000135.1.region001	7677	7677
RAXF01000137.1.region001	7677	7677
RAXG01000148.1.region002	7677	7677
RAXH01000096.1.region001	7677	7677
RAXK01000036.1.region003	7677	7677
RAXN01000002.1.region001	7677	7677
RAXO01000042.1.region001	7677	7677
RAXP01000146.1.region001	7677	7677
RAXQ01000152.1.region001	7677	7677
RAXR01000200.1.region001	7677	7677
SJFA01000013.1.region003	7677	7677
VYXI01000021.1.region001	7677	7677
BEXC01000683.1.region001	7677	13308
BEXK01000057.1.region001	7677	13308
BEXL01000361.1.region001	7677	13308
BEXM01000095.1.region001	7677	13308
BEXN01000667.1.region001	7677	13308
BEXO01000276.1.region001	7677	13308
BEXP01000164.1.region001	7677	13308
BEXQ01000146.1.region001	7677	13308
BEXR01000271.1.region001	7677	13308
BEXS01000111.1.region001	7677	13308
CM030973.1.region005	7677	13308
CP044618.1.region005	7677	13308
CP047252.1.region005	7677	13308
CP051022.1.region005	7677	13308
CP051030.1.region005	7677	13308
CP051038.1.region005	7677	13308
CP051046.1.region007	7677	13308
CP051054.1.region005	7677	13308
CP051062.1.region005	7677	13308
CP051078.1.region005	7677	13308
CP051086.1.region005	7677	13308
CP051094.1.region005	7677	13308
CP059861.1.region005	7677	13308
CP059869.1.region005	7677	13308
CP061807.2.region005	7677	13308
CP082257.1.region005	7677	13308
JABVYR010000021.region001	7677	13308
JABVYU010000208.region001	7677	13308
JABVYV010000179.region001	7677	13308
JABVYW010000085.region001	7677	13308
JABVYX010000015.region001	7677	13308
JABVZH010000054.region001	7677	13308
JABVZI010000034.region001	7677	13308
JABVZK010000096.region001	7677	13308
JAGYXF010000019.region001	7677	13308
JAMFMQ010000012.region003	7677	13308
JANAXC010000141.region001	7677	13308
JANAXK010000057.region001	7677	13308
JANAXL010000061.region001	7677	13308
JANAXP010000246.region001	7677	13308
JANAYE010000062.region001	7677	13308
JANAYH010000108.region001	7677	13308
JANAYH010000160.region001	7677	13308
JANAYI010000164.region001	7677	13308
JANAYJ010000001.region001	7677	13308
JANAYK010000167.region001	7677	13308
JANAYL010000136.region001	7677	13308
JANAYN010000172.region001	7677	13308
JANAYO010000100.region001	7677	13308
JANAYW010000165.region001	7677	13308
JANAYY010000199.region001	7677	13308
JANAYZ010000196.region001	7677	13308
JANAYZ010000254.region001	7677	13308
JANAZA010000152.region001	7677	13308
JANAZE010000171.region001	7677	13308
JANAZF010000131.region001	7677	13308
JANAZG010000079.region001	7677	13308
JANAZH010000003.region003	7677	13308
JANAZI010000172.region001	7677	13308
JANAZJ010000206.region001	7677	13308
JANAZM010000129.region001	7677	13308
JANAZQ010000160.region001	7677	13308
JANAZW010000009.region001	7677	13308
JANAZZ010000053.region001	7677	13308
JANBAE010000014.region001	7677	13308
JANBAG010000096.region001	7677	13308
JANBAH010000165.region001	7677	13308
JANBAI010000160.region001	7677	13308
JANBAK010000146.region001	7677	13308
JANBAO010000063.region001	7677	13308
JANBAP010000250.region001	7677	13308
JANCNY010000166.region001	7677	13308
JAOAMT010000269.region001	7677	13308
LIZJ01000306.1.region001	7677	13308
LLET01000142.1.region001	7677	13308
LOAK01000382.1.region001	7677	13308
LOAL01000422.1.region001	7677	13308
ML734555.1.region002	7677	13308
NKQP01000005.1.region002	7677	13308
NLCI01000085.1.region001	7677	13308
NLCJ01000134.1.region004	7677	13308
NLCK01000244.1.region003	7677	13308
NPKL01000038.1.region001	7677	13308
NWUG02000815.1.region001	7677	13308
NWUH02000266.1.region003	7677	13308
QQZZ01000038.1.region002	7677	13308
RAXA01000240.1.region001	7677	13308
RAXC01000010.1.region001	7677	13308
RAXJ01000167.1.region001	7677	13308
RAXL01000111.1.region001	7677	13308
RAXM01000205.1.region001	7677	13308
SESK01000039.1.region001	7677	13308
SJEZ01000019.1.region002	7677	13308
SJFA01000013.1.region004	7677	13308
SJFG01000064.1.region001	7677	13308
SJFI01000033.1.region003	7677	13308
SJFL01000015.1.region002	7677	13308
SKBW01000015.1.region003	7677	13308
SKBY01000015.1.region001	7677	13308
VYXK01000012.1.region001	7677	13308
BGC0002157	7677	15331
JABVYT010000016.region001	7677	15331
JABVZA010000081.region001	7677	15331
JABVZE010000027.region001	7677	15331
JANAXP010000153.region001	7677	15331
JANAXT010000003.region001	7677	15331
JANAXY010000003.region001	7677	15331
JANAXZ010000002.region003	7677	15331
JANAYA010000001.region003	7677	15331
JANAYC010000022.region001	7677	15331
JANAYQ010000001.region003	7677	15331
JANAZR010000056.region001	7677	15331
JANAZT010000014.region001	7677	15331
JANAZV010000004.region003	7677	15331
JANBAA010000405.region001	7677	15331
JANBAD010000020.region001	7677	15331
JANCNX010000074.region001	7677	15331
JZDT01000175.1.region001	7677	15331
LOAO01000439.1.region001	7677	15331
LOAQ01001027.1.region001	7677	15331
NLCL01000055.1.region003	7677	15331
NLCM01000166.1.region003	7677	15331
RAXI01000145.1.region001	7677	15331
SJFD01000007.1.region001	7677	15331
SJFH01000026.1.region003	7677	15331
SKBX01000003.1.region004	7677	15331
SKBZ01000010.1.region003	7677	15331
VYXJ01000759.1.region001	7677	15331
VYXL01000077.1.region001	7677	15331
BEXP01000157.1.region002	14298	8165
BEXS01000903.1.region001	14298	8165
JANAXT010000088.region001	14298	8165
JANAXY010000093.region001	14298	8165
JANAXZ010000012.region001	14298	8165
JANAYA010000043.region001	14298	8165
JANAYC010000040.region001	14298	8165
JANAZR010000055.region001	14298	8165
JANAZV010000097.region001	14298	8165
JANBAA010000079.region001	14298	8165
JANCNX010000105.region001	14298	8165
LOAO01000225.1.region001	14298	8165
VYXJ01000412.1.region001	14298	8165
VYXL01000114.1.region001	14298	8165
JABVZF010000093.region001	14298	11737
JAMFMO010000011.region001	14298	11737
JAMFMP010000013.region001	14298	11737
JAMFMQ010000014.region001	14298	11737
JAMFMS010000016.region003	14298	11737
JAMFMT010000014.region001	14298	11737
JAMFMU010000011.region001	14298	11737
JANAXE010000030.region001	14298	11737
JANAXF010000050.region001	14298	11737
JANAXG010000048.region001	14298	11737
JANAXI010000001.region001	14298	11737
JANAXN010000006.region001	14298	11737
JANAYF010000050.region001	14298	11737
JANAYG010000096.region001	14298	11737
JANAYT010000093.region001	14298	11737
JANAZK010000050.region001	14298	11737
JANAZO010000015.region001	14298	11737
JANAZP010000064.region001	14298	11737
JANAZS010000095.region001	14298	11737
JANBAC010000051.region001	14298	11737
JANBAM010000051.region001	14298	11737
JANBAN010000027.region001	14298	11737
RAXR01000159.1.region003	14298	11737
VYXI01000098.1.region001	14298	11737
VYXK01000106.1.region001	14298	11737
BEXC01000731.1.region001	14298	13307
BEXK01000049.1.region001	14298	13307
BEXM01000361.1.region001	14298	13307
BEXN01000013.1.region001	14298	13307
BEXR01000672.1.region001	14298	13307
CP044616.1.region011	14298	13307
CP051034.1.region001	14298	13307
CP051042.1.region001	14298	13307
CP051050.1.region001	14298	13307
CP051058.1.region001	14298	13307
CP051082.1.region001	14298	13307
CP059865.1.region001	14298	13307
CP059873.1.region001	14298	13307
JABVYR010000144.region001	14298	13307
JABVZK010000284.region001	14298	13307
JANAXC010000256.region001	14298	13307
JANAXP010000173.region001	14298	13307
JANAYL010000137.region001	14298	13307
JANAYO010000152.region001	14298	13307
JANAYW010000258.region001	14298	13307
JANAYZ010000086.region001	14298	13307
JANAZA010000142.region001	14298	13307
JANAZF010000258.region001	14298	13307
JANAZH010000037.region001	14298	13307
JANAZI010000082.region001	14298	13307
JANAZM010000254.region001	14298	13307
JANAZQ010000040.region001	14298	13307
JANAZT010000152.region001	14298	13307
JANAZW010000160.region001	14298	13307
JANBAD010000084.region001	14298	13307
JANBAH010000158.region001	14298	13307
JANBAI010000156.region001	14298	13307
JANBAK010000129.region001	14298	13307
JANBAO010000135.region001	14298	13307
JANBAP010000289.region001	14298	13307
JANCNY010000154.region001	14298	13307
LOAM01000382.1.region001	14298	13307
NLCJ01000036.1.region001	14298	13307
NPKL01000008.1.region003	14298	13307
RAWY01000119.1.region003	14298	13307
RAXC01000001.1.region002	14298	13307
CM030977.1.region001	14298	14298
CP051026.1.region001	14298	14298
CP051066.1.region001	14298	14298
CP051074.1.region001	14298	14298
CP051090.1.region001	14298	14298
CP051098.1.region001	14298	14298
CP061811.2.region001	14298	14298
CP082261.1.region001	14298	14298
JABVYS010000170.region001	14298	14298
JABVYT010000024.region001	14298	14298
JABVYU010000103.region001	14298	14298
JABVYV010000107.region001	14298	14298
JABVYW010000066.region001	14298	14298
JABVYX010000114.region001	14298	14298
JABVYY010000175.region001	14298	14298
JABVYZ010000005.region001	14298	14298
JABVZA010000144.region001	14298	14298
JABVZB010000047.region001	14298	14298
JABVZC010000103.region001	14298	14298
JABVZD010000119.region001	14298	14298
JABVZE010000128.region001	14298	14298
JABVZG010000184.region001	14298	14298
JABVZH010000157.region001	14298	14298
JABVZI010000077.region001	14298	14298
JABVZJ010000177.region001	14298	14298
JAGYXF010000010.region001	14298	14298
JALMFT010000008.region003	14298	14298
JAMFMR010000012.region003	14298	14298
JAMFMV010000011.region001	14298	14298
JAMFMW010000005.region003	14298	14298
JAMFMX010000011.region003	14298	14298
JANAXD010000026.region001	14298	14298
JANAXH010000090.region001	14298	14298
JANAXJ010000052.region001	14298	14298
JANAXK010000002.region003	14298	14298
JANAXL010000034.region001	14298	14298
JANAXM010000058.region001	14298	14298
JANAXQ010000100.region001	14298	14298
JANAXR010000091.region001	14298	14298
JANAXS010000145.region001	14298	14298
JANAXU010000065.region001	14298	14298
JANAXV010000063.region001	14298	14298
JANAXW010000162.region001	14298	14298
JANAXX010000066.region001	14298	14298
JANAYB010000078.region001	14298	14298
JANAYE010000064.region001	14298	14298
JANAYH010000036.region001	14298	14298
JANAYI010000011.region001	14298	14298
JANAYJ010000069.region001	14298	14298
JANAYK010000075.region001	14298	14298
JANAYM010000102.region001	14298	14298
JANAYN010000070.region001	14298	14298
JANAYP010000092.region001	14298	14298
JANAYQ010000245.region001	14298	14298
JANAYR010000049.region001	14298	14298
JANAYS010000049.region001	14298	14298
JANAYU010000028.region001	14298	14298
JANAYV010000101.region001	14298	14298
JANAYX010000019.region001	14298	14298
JANAYY010000024.region001	14298	14298
JANAZB010000100.region001	14298	14298
JANAZC010000152.region001	14298	14298
JANAZD010000062.region001	14298	14298
JANAZE010000193.region001	14298	14298
JANAZG010000086.region001	14298	14298
JANAZJ010000048.region001	14298	14298
JANAZL010000020.region001	14298	14298
JANAZN010000095.region001	14298	14298
JANAZU010000047.region001	14298	14298
JANAZX010000067.region001	14298	14298
JANAZY010000099.region001	14298	14298
JANAZZ010000134.region001	14298	14298
JANBAB010000059.region001	14298	14298
JANBAE010000055.region001	14298	14298
JANBAF010000090.region001	14298	14298
JANBAG010000028.region001	14298	14298
JANBAJ010000524.region001	14298	14298
JANBAL010000037.region001	14298	14298
JANCNW010000051.region001	14298	14298
JAOAMT010000040.region001	14298	14298
JZDT01000865.1.region001	14298	14298
LIZI01000133.1.region001	14298	14298
LIZJ01000204.1.region001	14298	14298
LLET01000115.1.region001	14298	14298
LOAK01000359.1.region001	14298	14298
LOAL01000157.1.region001	14298	14298
NKQP01000003.1.region002	14298	14298
NKQQ01000054.1.region001	14298	14298
NLCI01000132.1.region001	14298	14298
NLCK01000012.1.region001	14298	14298
NLCL01000147.1.region001	14298	14298
NLCM01000123.1.region001	14298	14298
NLCN01000080.1.region001	14298	14298
NWUG02000651.1.region001	14298	14298
NWUH02000127.1.region001	14298	14298
NWUI02000075.1.region001	14298	14298
QQZZ01000034.1.region003	14298	14298
RAWZ01000003.1.region001	14298	14298
RAXA01000595.1.region002	14298	14298
RAXB01000057.1.region001	14298	14298
RAXD01000195.1.region001	14298	14298
RAXE01000007.1.region001	14298	14298
RAXF01000015.1.region001	14298	14298
RAXG01000063.1.region001	14298	14298
RAXH01000143.1.region001	14298	14298
RAXI01000056.1.region001	14298	14298
RAXJ01000178.1.region007	14298	14298
RAXK01000160.1.region001	14298	14298
RAXL01000056.1.region001	14298	14298
RAXM01000005.1.region001	14298	14298
RAXN01000159.1.region002	14298	14298
RAXO01000793.1.region001	14298	14298
RAXP01000001.1.region001	14298	14298
RAXQ01000221.1.region001	14298	14298
SESK01000110.1.region001	14298	14298
